Country.Name,Continent,Country Code,Year,Human capital,Human capital per capita,"Human capital per capita, employed female","Human capital per capita, employed male","Human capital per capita, female","Human capital per capita, male","Human capital per capita, self-employed female","Human capital per capita, self-employed male","Human capital, employed female","Human capital, employed male","Human capital, female","Human capital, male","Human capital, self-employed female","Human capital, self-employed male",Natural capital,Natural capital per capita,"Natural capital per capita, agricultural land","Natural capital per capita, agricultural land: cropland","Natural capital per capita, agricultural land: pastureland","Natural capital per capita, fisheries","Natural capital per capita, forests: ecosystem services","Natural capital per capita, forests: timber","Natural capital per capita, fossil fuels","Natural capital per capita, mangroves","Natural capital per capita, nonrenewable assets","Natural capital per capita, nonrenewable assets: coal","Natural capital per capita, nonrenewable assets: gas","Natural capital per capita, nonrenewable assets: minerals","Natural capital per capita, nonrenewable assets: oil","Natural capital per capita, protected areas","Natural capital per capita, renewable","Natural capital, agricultural land","Natural capital, agricultural land: cropland","Natural capital, agricultural land: pastureland","Natural capital, fisheries","Natural capital, forests: ecosystem services","Natural capital, forests: timber","Natural capital, fossil fuels","Natural capital, mangroves","Natural capital, nonrenewable assets","Natural capital, nonrenewable assets: coal","Natural capital, nonrenewable assets: gas","Natural capital, nonrenewable assets: minerals","Natural capital, nonrenewable assets: oil","Natural capital, protected areas","Natural capital, renewable",Net foreign assets,Net foreign assets per capita,Produced capital,Produced capital per capita,Total wealth,Total wealth per capita
Germany,Europe,DEU,2004,21796932913149.2,264153.185240693,79619.3682449561,159129.946590486,88091.1836050834,176062.001635609,8471.81536012737,16932.0550451232,6569892491136.54,13130808046646.6,7268955010064.8,14527977903084.4,699062518928.264,1397169856437.69,388946296681.787,4713.57156373528,2309.1946166496,893.630981731056,1415.56363491854,79.7891148882686,1264.75227611998,309.436437162673,393.877754499014,0,395.067063094034,198.867562347038,116.261480513045,1.18930859502018,78.7487116389315,355.332055820723,4318.50450064125,190546103378.059,73739086432.5751,116807016945.484,6583899349.29024,104362627651.908,25533537502.3888,32501319198.4568,0,32599456495.7037,16409807480.1944,9593462553.99935,98137297.2469202,6498049164.2631,29320672304.4373,356346840186.083,102843722274.313,1246.34492976673,18729665028368.9,226981.50677659,41018387960474.1,497094.608510785
Germany,Europe,DEU,2003,22018850583054.8,266784.641831946,80288.7383526859,160595.858851343,88921.4277425035,177863.214089442,8632.68938981759,17267.3552380993,6626564862018.53,13254646879307.9,7339056767471.07,14679793815583.7,712491905452.538,1425146936275.81,373401217576.579,4524.20119365557,2344.19245656351,926.134146330592,1418.05831023291,30.1106681968254,1234.31403388479,304.541639016362,248.999755955703,0,250.123974531643,93.9965973276154,101.867903348444,1.12421857594037,53.135255279643,360.918421462443,4274.07721912392,193475992787.885,76437718632.8589,117038274155.026,2485159188.43439,101873091711.917,25135093233.9049,20550989682.005,0,20643776135.8141,7757931707.23854,8407583463.71149,92786453.8091319,4385474511.05498,29788104518.6234,352757441440.764,-31648454852.0746,-383.458785025909,18565871063446.8,224947.675777933,40926474409226.1,495873.060018508
Germany,Europe,DEU,1999,22025130024350.7,268271.191649832,79440.4543011251,159527.789912291,89181.6626544488,179089.528995383,9741.20835332366,19561.7390830916,6522080602152.77,13097270317052.1,7321836175074.27,14703293849276.5,799755572921.503,1606023532224.42,336816347777.203,4102.50122861638,2244.23702768035,907.343106055646,1336.89392162471,12.8367803718189,1136.6530577209,260.537155070254,95.3752480640754,0,95.7571265673894,34.3412693914653,33.3183053269677,0.381878503313987,27.7156733456423,352.480081205661,4006.74410204899,184252405322.155,74493089491.5433,109759315830.612,1053902787.86396,93319492245.5791,21390163741.7966,7830331042.24587,0,7861683360.16442,2819426561.96776,2735440963.6922402,31352317.9185547,2275463516.58586,28938700319.6445,328954664417.039,43774439060.0958,533.182819691482,17604137774636.2,214422.480754852,40009858585824.2,487329.356452991
Germany,Europe,DEU,2006,24720299752669.8,300089.39997512,91190.6662620887,179641.082813672,101041.8919322,199047.50804292,9851.22567011105,19406.4252292486,7511963450996.3,14798194855987.4,8323472459700.13,16396827292969.7,811509008703.845,1598632436982.36,394721451666.441,4791.67828760237,2247.5721214138,938.386918986706,1309.18520242709,36.9248253865307,1362.09986649899,315.217393791851,460.294052866428,0,461.752197286582,275.732990140516,94.2340482608319,1.45814442015417,90.3270144650799,368.11188322462,4329.92609031579,185147014728.61,77300984050.9494,107846030677.661,3041736069.1371,112204952909.761,25966490194.0421,37917390491.5427,0,38037507253.9204,22713905151.3937,7762666459.09006,120116762.377753,7440818881.05895,30323750510.9706,356683944412.52,614516099983.461,7459.85160229178,19094239716988.2,231792.453852961,44823777021307.9,544133.383717974
Germany,Europe,DEU,2007,24688622279459,300105.883841079,86876.983314779,184576.384833493,96047.044989647,204058.838851432,9170.06167486832,19482.4540179383,7147054227611.4,15184429537127.3,7901441932619.04,16787180346839.9,754387705007.661,1602750809712.6,411092996642.535,4997.09646418509,2284.59100026586,1006.96058815846,1277.63041210739,35.6769201324707,1359.34295982904,346.219879649758,549.508576421337,0,552.330082887673,353.756357840727,92.6680276020658,2.82150646633596,103.084190978545,418.935621420282,4444.76638129741,187945013095.723,82838994334.783,105106018760.94,2935010783.43212,111828213608.877,28482253413.0622,45206076965.0682,0,45438192065.6282,29102252131.4904,7623462431.21782,232115100.559999,8480362402.36,34464313675.8121,365654804576.907,603696083206.359,7338.30930585293,19312382327638.8,234754.272713507,45015793686946.7,547195.562324624
Germany,Europe,DEU,2009,25257616867874.7,308387.123550435,89859.3815787269,190327.065365272,98903.6997018751,209483.42384856,9044.31812314788,19156.3584832882,7359690656891.04,15588225737955.6,8100441176418.79,17157175691455.9,740750519527.722,1568949953500.32,435285411327.239,5314.69048029671,2312.7923252044,1057.46835336499,1255.32397183941,62.4507100562254,1327.1696575147,381.812772814661,780.616392609534,0,785.879554441104,570.999029124425,98.17665044401,5.26316183156928,111.4407130411,444.585460265622,4528.81092585561,189423027046.135,86609097720.0836,102813929326.051,5114857227.39296,108698256730.854,31271346935.5876,63934283436.7386,0,64365348532.8585,46766137780.0506,8040894164.897,431065096.119869,9127251491.79104,36412574854.4113,370920062794.38,735379372437.785,8978.73819888596,19623871133042.9,239600.956943043,46052152784682.6,562281.509172661
Germany,Europe,DEU,2013,29160554176124,361588.882321907,104319.629577652,222373.898642768,115462.398256534,246126.484065373,11142.7686788823,23752.585422604,8412919640665.65,17933477592254.7,9311534962149.16,19849019213974.8,898615321483.513,1915541621720.08,495131974674.514,6139.60270586988,2616.75592322992,1248.74754184157,1368.00838138835,50.1801618456777,1788.22001864334,409.735185651857,709.903068019515,0,718.199150528498,507.701454969904,87.2309864867385,8.29608250898334,114.970626562872,556.512265970591,5421.40355534139,211029864566.21,100706001004.076,110323863562.134,4046809511.04259,144212085276.604,33043341936.6813,57250562411.7899,0,57919605004.8568,40943890995.4282,7034795679.96985,669042593.066879,9271875736.39192,44880268379.1192,437212369669.657,1160748250222.15,14393.1991113732,20305477286169.4,251786.533018997,51121911687190.1,633908.217158146
Germany,Europe,DEU,2002,22317407393765.1,270551.758687865,81147.6300666107,162565.907765644,90083.768932791,180467.989755074,8936.13886618012,17902.0819894303,6693745877011.47,13409817069896.8,7430874523193.68,14886532870571.4,737128646182.204,1476715800674.71,369459013637.427,4478.91567954327,2338.24595433864,912.37886370715,1425.86709063149,0,1259.85427289413,295.046002858391,223.088962767282,0,224.26651510966,85.7455484145884,90.9980563228844,1.17755234237845,46.3453580298091,361.502934342452,4254.64916443361,192878389713.233,75260759337.0129,117617630376.22,0,103923482890.356,24337900731.5544,18402272789.7841,0,18499407310.2906,7073021241.66903,7506292713.99997,97134520.5065228,3822958834.11512,29819832991.9927,350959606327.136,-58391977544.2694,-707.880263111472,18392983279289.8,222976.346935289,41021457709148.1,497299.141039585
Germany,Europe,DEU,1997,21716784536432,264726.582054236,77667.1981330132,155775.71619474,88075.3736248114,176651.208429425,10408.1754917984,20875.4922346848,6371410813053.36,12779025205396.5,7225243106050.85,14491541430381.2,853832292997.494,1712516224984.64,328891239691.099,4009.168742497,2295.28978612827,894.509911189008,1400.77987493926,11.8905887252005,1017.38673041228,243.753977250739,105.346733357621,0,105.41508808387,36.6093338618075,36.7270031423748,0.0683547262498491,32.0103963534383,335.432571896644,3903.75365441313,188293571983.671,73380915721.6206,114912656262.051,975441723.127003,83461087447.8101,19996301704.1036,8642095146.59047,0,8647702610.90514,3003238319.81592,3012891292.301,5607464.31467406,2625965534.47354,27517134221.4822,320243537080.194,120309154713.204,1466.56293723553,16966224645199.8,206817.480421805,39132209576036,477019.794155774
Germany,Europe,DEU,2017,31212739428495.9,377617.608590448,109114.005953702,235195.892171674,119669.43214905,257948.176441399,10555.4261953479,22752.2842697251,9019036608343.15,19440587329625.8,9891516492482.86,21321222936013,872479884139.722,1880635606387.23,461687191864.241,5585.57872525114,2516.71726525614,1166.1879153782,1350.52934987794,5.91565744304286,1847.35603703492,381.342203231592,241.943756601108,0,241.943756601108,150.328036283764,38.1854410735721,0,53.4302792437723,592.303805684338,5343.63496865003,208024304027.711,96393596853.7921,111630707173.919,488970509.100908,152696911647.907,31520603255.1981,19998345573.2653,0,19998345573.2653,12425664795.7631,3156294079.18913,0,4416386698.31305,48958056851.058,441688846290.976,2131605486913.39,25788.5652193554,21141574228316.9,255774.752492437,54947606335590.4,664766.505027492
Germany,Europe,DEU,2001,22618084169779.7,274658.224276218,82069.349102622,164632.080894038,91369.6434282381,183288.58084798,9300.29432561593,18656.4999539425,6758404743399.74,13557439514217.9,7524283283592.15,15093800886187.6,765878540192.398,1536361371969.67,361233676660.031,4386.569588983,2295.19252329722,904.469207587359,1390.72331570986,3.05576037120666,1247.82297196514,285.420637422101,194.069090905931,0,195.084758895597,74.7865847693094,76.8928552094966,1.01566798966579,42.3896509271247,359.992937031736,4191.4848300874,189008932154.087,74482971409.6284,114525960744.458,251641637.386841,102758128154.606,23504368085.1622,15981575080.9216,0,16065215263.6955,6158669646.75877,6332120859.53791,83640182.7738786,3490784574.6249,29645391365.0932,345168461396.335,154778899075.51,1879.52689787526,18197284903860,220975.124189366,41331381649375.3,501899.444952442
Germany,Europe,DEU,2005,21588055095388.2,261770.418318055,78846.532548449,157447.270000536,87347.5714787606,174422.846839294,8501.0389303116,16975.5768387581,6502427965974.77,12984585352422.1,7203503732957.07,14384551362431.1,701075766982.296,1399966010008.97,392255095775.077,4756.37013407317,2297.39465606255,901.585746864237,1395.80890919831,45.7077854563778,1304.47839436594,304.122756672671,446.00094043479,0,447.045787281404,256.187346531396,110.56676215804,1.04484684661395,79.2468317453536,357.620754234234,4309.32434679176,189464809391.367,74353255427.332,115111553964.035,3769494647.48748,107579579194.847,25080827959.8419,36781439769.1135,0,36867607684.6323,21127622392.1579,9118376967.58505,86167915.5187753,6535440409.37057,29492776896.9013,355387488090.444,343374342008.754,4163.65646419534,18887892096768.6,229029.034504068,41211576629940.6,499719.479420391
Germany,Europe,DEU,2015,29815174327175.3,364994.629623884,105608.853227196,226180.142974564,116178.247952573,248816.381671311,10569.3947253775,22636.2386967467,8626829311726.05,18475889355087.6,9490207347163.41,20324966980011.9,863378035437.363,1849077624924.29,496129688893.996,6073.57414906093,2720.14635668273,1304.50648983548,1415.63986684725,19.6063611519964,1837.16352476497,404.322248226176,490.065161259405,0,490.065161259405,346.861149592132,66.2466754523049,0,76.9573362149683,602.270496975652,5583.50898780152,222199537301.409,106560714182.166,115638823119.243,1601577196.54864,150071662190.865,33027714209.4971,40031762192.4493,0,40031762192.4493,28333911797.7453,5411466407.71568,0,6286383986.98833,49197435803.2268,456097926701.547,1573333862095.88,19260.6088419543,20691473058692.4,253303.115472528,52576110936857.6,643631.928087427
Germany,Europe,DEU,2000,22769676357739.9,276964.586974125,82206.492654172,165041.668865612,92086.7809273167,184877.806046808,9880.28827314466,19836.137181196,6758319728490.41,13568324480278.6,7570593126900.34,15199083230839.6,812273398409.939,1630758750560.99,348556584645.619,4239.75417949539,2223.08759629288,899.653578179442,1323.43401811344,5.63235816092068,1254.90406915602,281.130354573506,118.799423685212,0,119.611833008526,34.6737177465115,48.6849647365238,0.812409323314065,35.4407412021766,355.387968303533,4120.14234648687,182763383707.333,73961877339.7278,108801506367.605,463044658.005396,103167555920.653,23112150394.0626,9766679770.69219,0,9833469166.2751,2850578623.90707,4002464367.91644,66789395.5829089,2913636778.86867,29216980799.2896,338723115479.344,1970344979.01163,23.9667782156682,17926668633639.7,218055.465344824,41046871921004.3,499283.77327666
Germany,Europe,DEU,1995,22057478125531.2,270053.923367138,79175.2419482833,158403.145551903,89998.0210601418,180055.902306997,10822.7791118585,21652.756755093,6466879449789.22,12938060200948.8,7350862954049.34,14706615171481.9,883983504260.112,1768554970533.08,345306213056.811,4227.65000914151,2596.33585550027,1022.27235365663,1574.06350184364,13.8304951751047,959.094814368063,214.315231560398,175.020393539481,0,175.093557542723,103.885239862399,39.3995654771244,0.0731640032418356,31.735588199958,268.98005499495,4052.55645159879,212063652418.68,83497213437.8559,128566438980.824,1129647890.26746,78336995161.7902,17504850413.467,14295324629.5578,0,14301300522.7459,8485143919.62822,3218079718.41841,5975893.18815082,2592100991.51116,21969766649.8603,331004912534.065,140789897283.296,1723.71763967894,16370811732594.9,200430.979096145,38914385968466.2,476436.270112104
Germany,Europe,DEU,2014,29574784475400.1,365199.697161734,105404.619545489,225215.489348554,116428.898611841,248770.798549892,11024.279066352,23555.3092013388,8535929602342.59,18238513366169.2,9428703281833.44,20146081193566.6,892773679490.853,1907567827397.42,503431741438.436,6216.54976616474,2695.26218536994,1253.52355835611,1441.73862701384,50.796823254708,1806.06821826998,419.569456734621,654.434827688635,0,663.097506305921,460.259442913867,73.8815478513473,8.6626786172859,120.29383692342,581.755576229565,5553.45225985882,218269069926.722,101513471564.573,116755598362.148,4113653739.22439,146259919486.049,33977783530.0115,52997768433.2949,0,53699293804.4192,37272960335.7723,5983112448.87173,701525371.124356,9741695648.65088,47112020952.0107,449732447634.017,1239491103858.82,15305.6660866091,20495879162221.4,253090.225199536,51813586482918.8,639812.138214043
Germany,Europe,DEU,2016,30364699921320.7,368733.341899195,106794.691003408,229423.67690529,117122.581837861,251610.760061334,10327.8908344532,22187.0831560445,8794400660396.88,18892734430236.7,9644888724191.39,20719811197129.2,850488063794.517,1827076766892.58,472192584956.548,5734.06456583466,2600.2328779995,1251.13105540449,1349.10182259501,6.45453602706905,1831.2857309321,391.749252091971,302.415066876962,0,302.415066876962,192.042077894012,51.9885665085676,0,58.3844224743827,601.927101907056,5431.6494989577,214125716593.299,103028977157.125,111096739436.174,531522450.841685,150803942500.951,32260029491.5193,24903478242.8638,0,24903478242.8638,15814409506.5662,4281189255.19852,0,4807879481.0991,49567895677.0734,447289106713.684,1722334210921.79,20915.1432784152,20908665715368.1,253904.112468024,53467892432567.1,649286.662211469
Germany,Europe,DEU,1998,21746893667845.9,265053.469138657,78183.4075950383,156954.617926692,88130.2943926924,176923.174745964,9946.88679765412,19968.5568192724,6414729288714.59,12877686143181.8,7230843449444.64,14516050218401.2,816114160730.053,1638364075219.43,336067341306.698,4096.02474900815,2272.20987751622,906.898454450678,1365.31142306554,12.5658412198893,1129.24363633822,257.096046083798,96.770650431063,0,97.0253130366938,36.7605106138191,33.6541151112365,0.254662605630765,26.3560247060075,327.884034813321,3998.99943597145,186428446901.5,74408474337.5134,112019972563.986,1030992024.9073,92651272833.1514,21094009426.7663,7939760426.19426,0,7960654778.65765,3016096782.63158,2761225745.08407,20894352.4633954,2162437898.47861,26901965341.7154,328106686528.04,1183827132.40079,14.4286118788191,17276127749786.1,210563.295305661,39360272586071.1,479727.217805204
Germany,Europe,DEU,2010,25862440749349.1,316255.950784031,93817.1324319917,192776.132706497,103527.298182578,212728.652601453,9710.165750586,19952.5198949561,7672077071691.71,15764640310009.9,8466144616565.79,17396296132783.3,794067544874.069,1631655822773.43,457288130086.873,5591.89651759822,2409.79166738589,1133.76631678139,1276.0253506045,62.3276807537462,1376.67256411573,409.415761840485,859.417385944486,0,866.180488712705,637.991542585482,102.994873353443,6.76310276821933,118.430970005561,467.508354789666,4725.71602888551,197065364498.399,92715928723.7896,104349435774.609,5096966386.06145,112580055908.612,33480764096.926,70280515411.1652,0,70833581192.8247,52172989718.605,8422604548.58334,553065781.659478,9684921143.97689,38231398004.0497,386454548894.048,732236542898.691,8954.07229029863,19767982562092.2,241730.553618143,46819947984426.8,572532.473210071
Germany,Europe,DEU,2018,31650231075357.9,381761.444278493,110030.788903594,238057.438439332,120674.902473951,261086.541804543,10644.1135703568,23029.1033652101,9122188598129.39,19736338094729.7,10004647157376.6,21645583917981.3,882458559247.239,1909245823251.57,457935538154.016,5523.56575267592,2479.96912899974,1161.31139618255,1318.65773281719,6.68786436563928,1847.68593664438,374.704091368785,231.963165414662,0,231.963165414662,158.473537556817,28.7347199148042,0,44.7549079430413,582.555565882711,5291.60258726125,205603779975.583,96279429446.0264,109324350529.556,554462625.143259,153183847467.904,31065135713.5285,19231087623.8979,0,19231087623.8979,13138372557.4543,2382274425.08782,0,3710440641.35585,48297224747.9587,438704450530.118,2234983570000,26958.114573963,21403361111485.3,258164.878192517,55746511294997.3,672408.002797649
Germany,Europe,DEU,2011,27558410727306.5,343300.112904496,102025.894569879,208081.25427368,112946.448527993,230353.664376503,10920.553958114,22272.4101028233,8190126952156.85,16703719149438.3,9066774235495.04,18491636491811.5,876647283338.186,1787917342373.17,505885865349.9,6301.91183410029,2538.23580033199,1200.69528768826,1337.54051264373,58.0564107228431,1772.59794037366,429.849980476243,986.651745424044,0,995.600226486931,765.995310988226,100.422645777417,8.94848106288719,120.2337886584,507.571475708623,5306.31160761336,203756835721.642,96385793807.3551,107371041914.287,4660477383.81725,142295269529.331,34506199875.2808,79203452090.8354,0,79921791256.0345,61490260567.6596,8061426182.59718,718339165.199091,9651765340.57868,40745291583.7946,425964074093.865,604676532272.547,7532.56506167739,19964100542487.1,248696.415700108,48633073667416.1,605831.005500382
Ghana,Africa,GHA,2012,401642341510.502,15449.8924645632,3035.75972296641,5891.98144722402,5253.53058225845,10196.3618823048,2217.77085929204,4304.38043508078,78918972814.3503,153170595201.706,136573139851.622,265069201658.88,57654167037.2718,111898606457.175,210856871245.658,8110.98743700179,3556.29448387197,3289.65320364634,266.641280225626,61.316418894693,494.26270268206,2281.35947638968,604.45908029628,67.8918783758077,1539.84959348839,0,0.0146545580033521,935.390513192113,604.444425738276,110.012883299183,6571.1378435134,92451028178.959,85519301736.2788,6931726442.68021,1594009156.65852,12849075142.8763,59307245278.6311,15713789653.5091,1764947753.71089,40030621424.7917,0,380966.469751686,24316831771.2826,15713408687.0394,2859944310.03015,170826249820.866,-22472302091.7733,-864.437373418705,228819178610.504,8801.93978071788,818846089274.891,31498.3823088642
Ghana,Africa,GHA,2004,207456375241.046,9752.40810517245,1772.88779533634,3725.6867699075,3144.43772647698,6607.97037869547,1371.54993114063,2882.28360878797,37713441825.1526,79254012366.2991,66889494971.0039,140566880270.042,29176053145.8513,61312867903.7432,211052361109.938,9921.45338851512,5588.54548746329,5163.15451336378,425.390974099511,70.3540514880581,643.885656889452,3048.24877677967,40.2784085018324,68.2278875820939,326.680491347324,0,0.365250541720591,286.402082845492,39.9131579601118,175.511036965225,9594.7728971678,118881344709.512,109832290507.182,9049054202.32943,1496594107.6126,13696943668.4196,64843332564.0121,856815315.576925,1451365662.25399,6949252929.73898,0,7769727.49940539,6092437614.16206,849045588.077519,3733527468.3892202,204103108180.199,-19727146365.346,-927.36211110305,166687781745.292,7835.89933949821,565469371730.931,26582.3987220827
Ghana,Africa,GHA,2017,503241457149.828,17280.7705060582,3365.63506259482,6524.11571636896,5880.91332367605,11399.8571823821,2515.27826108124,4875.74146601315,98012243871.9383,189991846634.883,171260846808.946,331980610340.882,73248602937.0078,141988763705.999,187872395199.507,6451.33603311134,2465.51785917816,2308.00073373494,157.517125443222,72.1176361635011,708.260353881592,2033.04765814458,487.552790038699,71.5255347694408,1035.82162188655,0,16.8699811058271,548.268831847848,470.682808932872,65.0453690875146,5415.51441122479,71799506836.0388,67212376435.4407,4587130400.59816,2100171650.12395,20625583356.0125,59205338418.2754,14198254436.0811,2082928786.54776,30164649322.942,0,491278665.543891,15966394886.861,13706975770.5372,1894216829.56635,157707745876.565,-28134976338.8369,-966.124834107348,253163370274.3,8693.35791019281,916142246284.799,31459.339615255
Ghana,Africa,GHA,2009,296094671775.454,12250.0271721106,2336.50234372816,4555.2781933728,4153.09469654267,8096.93247556788,1816.59235281451,3541.65428219508,56475457960.1128,110105355895.322,100384202724.451,195710469051.003,43908744764.3384,85605113155.6804,173807109609.526,7190.74680626928,3668.15808770492,3379.7696947107,288.388392994218,50.6883787638972,549.20274474529,2277.23289167665,38.3558119122971,66.471986706245,460.007244518578,0,0.0409323225349777,421.651432606281,38.3148795897621,118.985472153694,6730.7395617507,88662829048.4304,81692210504.6708,6970618543.75966,1225185761.79943,13274746591.0737,55042859590.7427,927096028.383419,1606690402.35745,11118807506.8239,0,989372.712053593,10191711478.4405,926106655.671365,2875990708.29861,162688302102.702,-18332090041.5546,-758.435130845328,210804623124.49,8721.40773691424,662374314467.915,27403.7465844487
Ghana,Africa,GHA,1999,170543663000.221,9065.51182657215,1622.16615813393,3434.62010890237,2908.12498584147,6157.38684073068,1285.95882770753,2722.76673182832,30516772124.4662,64613306517.2904,54708691250.5197,115834971749.701,24191919126.0533,51221665232.411,149984737648.632,7972.67039442697,4378.93956840328,4149.07877580789,229.860792595394,0,692.700805676073,2503.40002647555,16.8471061362325,68.893058369529,234.510766369217,0,0.562095730090922,217.663660232984,16.2850104061416,94.2261691333214,7738.15962805775,82378183200.1075,78053959449.7785,4324223750.32909,0,13031336235.9675,47094860018.6675,316933808.74591,1296040946.65553,4411700726.30283,0,10574346.6668375,4094766917.55692,306359462.079072,1772616520.93076,145573036922.329,-19342463012.8349,-1028.17849759485,139262275017.173,7402.70133145836,440448212653.191,23412.7050548626
Ghana,Africa,GHA,1996,146793893186.477,8406.23775584411,1491.99775887749,3174.46880876504,2687.70550704853,5718.53224879558,1195.70774817106,2544.06344003053,26054004896.4071,55434148875.1843,46934046666.0129,99859846520.4638,20880041769.6061,44425697645.2793,117688921355.91,6739.52459922741,3328.66056927076,3034.66211460671,293.998454664046,0,708.646457724138,2213.81926786414,11.977727195749,68.8816826354296,301.030340329111,0,1.02322444860419,289.052613133362,10.9545027471449,118.486281403833,6438.4942588983,58126721876.2484,52992775037.6713,5133946838.57708,0,12374735933.4219,38658810109.8005,209161013.244859,1202846107.49446,5256741113.87574,0,17868052.8408528,5047580100.63088,191292960.404006,2069066215.0693,112432180242.035,-15213803712.2129,-871.227326964764,133070128026.803,7620.33835408199,382339138856.977,21894.8733821887
Ghana,Africa,GHA,1995,145336010680.21,8542.11377569795,1522.60725373218,3237.27612165922,2732.47963685955,5809.63413883841,1209.87238312736,2572.35801717919,25905726603.6127,55079200458.6488,46490564292.8677,98845446387.3426,20584837689.2548,43766245928.6937,105330757290.176,6190.80782967729,3111.46077183338,2799.55875968511,311.902012148277,0,726.049995255983,1891.56258995476,1.45756413779167,68.8713555665041,267.524703098926,0,1.14773985662616,266.067138961134,0.309824281165507,125.338413967737,5923.28312657837,52938570925.2372,47631852312.1317,5306718613.10549,0,12353056004.135,32183153724.5579,24799079.3215433,1171781169.27577,4551680547.4332,0,19527711.3418093,4526881468.11166,5271367.97973397,2132514919.53667,100779076742.743,-14413458795.9751,-847.150024005157,129970758152.471,7639.02214224806,366224067326.881,21524.7937236181
Ghana,Africa,GHA,2005,217312898505.706,9961.79073237628,1798.50257388375,3773.62989554423,3215.34105137836,6746.44968099792,1416.8384774946,2972.81978545369,39233689785.3527,82320385211.7948,70141513943.7224,147171384561.984,30907824158.3698,64850999350.1891,218726564722.676,10026.5942811565,5674.13892377978,5275.56669789102,398.572225888752,77.3698793586456,660.097588880904,3079.11819188749,44.914134735886996,67.9557622342682,303.467980750941,0,0.251490019216621,258.553846015054,44.6626447166704,164.445954264438,9723.12630040552,123779309280.521,115084598861.615,8694710418.90625,1687796219.79204,14399792586.5001,67169861031.7129,979785770.00314,1482430624.97768,6620045358.54466,0,5486164.73578371,5640259588.54152,974299605.267356,3587329620.62709,212106519364.131,-19027402695.9418,-872.230802409767,173228474217.337,7940.92675081889,590240534749.777,27057.0809619419
Ghana,Africa,GHA,2013,432024468497.822,16236.8566330613,3204.86870003332,6218.27738377636,5522.25266884421,10714.6039642172,2317.38396881087,4496.32658044079,85273999027.492,165453698484.218,146934122046.151,285090346451.671,61660123018.6589,119636647967.453,212121714502.144,7972.21018315505,3447.22371833825,3201.60669110857,245.617027229681,55.2976103419322,756.242598894004,2105.70012967765,684.797537033771,68.7225106335339,1437.68507785324,0,0.0114546526435352,752.88754081947,684.786082381127,101.338537416436,6534.52510530181,91722494591.4531,85187204661.8215,6535289929.6316,1471339019.43363,20121832336.5213,56027715209.8165,18220847707.8763,1828543960.27826,38253409860.2612,0,304781.296773539,20032562152.3849,18220542926.5795,2696379524.38013,173868304641.883,-17092109048.5357,-642.375940285715,233613315475.177,8779.93305363839,860667389426.607,32346.6239295691
Ghana,Africa,GHA,2011,361933125350.857,14256.2336402479,2781.34809320278,5408.8888120349,4841.31884221803,9414.91479802981,2059.97074901525,4006.02598599491,70612058799.2852,137319300582.187,122909998783.767,239023126567.09,52297939984.4819,101703825984.903,190031146799.875,7485.16297058204,3487.45228605527,3211.1921658589,276.260120196371,59.5075302368946,486.321573058218,2232.85066822442,353.174156370441,67.0147700262652,1038.03464567619,0,0.0185016730690708,684.860489305746,353.155654697372,113.981497304784,6447.12832490586,88538427277.2082,81524815461.0976,7013611816.1106,1510759920.47051,12346591063.5458,56686965238.1879,8966283061.4274,1701351547.14351,26353322554.3798,0,469715.110392381,17387039492.9524,8965813346.31701,2893729198.93963,163677824245.496,-20165097400.5782,-794.285794212166,218001532749.049,8586.89234866196,749800707499.203,29534.0031652797
Ghana,Africa,GHA,2003,199321664803.009,9605.72494897587,1708.58628147108,3597.87988388672,3092.86997409849,6512.85497487738,1384.28369262741,2914.97509099066,35453676207.8232,74657083356.7347,64177976730.666,135143688072.343,28724300522.8428,60486604715.6084,196293736996.148,9459.80282000505,5303.90666428732,4913.55969860757,390.346965679742,186.656762308811,656.418288018272,2752.96265096071,34.5507763067651,68.4472413643436,330.358899090886,0,0.397567637439243,295.80812278412,34.1532086693258,161.052313974707,9129.44392091416,110057649152.054,101957832900.457,8099816251.59738,3873183628.27976,13620875745.4473,57124798143.2674,716938939.047491,1420300724.0353,6855045933.4467,0,8249647.34958788,6138106994.39921,708689291.697903,3341883669.61704,189438691062.701,-31005888129.0736,-1494.23813743954,159685613204.73,7695.58131209244,524295126874.814,25266.8709436338
Ghana,Africa,GHA,2000,174828346612.665,9068.39838487641,1617.34972440267,3420.90391930719,2911.08242374113,6157.31596113527,1293.73269933846,2736.41204182808,31180652438.3988,65951114050.159,56122338851.4363,118706007761.229,24941686413.0375,52754893711.0695,161063936473.311,8354.43433330855,4708.96740252231,4424.34566157176,284.621740950553,0,695.863195827522,2472.52966828918,24.3273448162489,68.837377325409,291.228213283481,0,0.53008418311975,266.900868467232,23.7972606331291,117.008476060639,8063.20612002506,90783504461.9217,85296322903.6667,5487181558.25501,0,13415446348.0586,47667543430.6748,469003377.574808,1327105884.87422,5614546787.02951,0,10219416.6342433,5145543409.4547,458783960.940565,2255789560.75251,155449389686.282,-32676208923.8225,-1694.92468452602,146612825123.688,7604.85088553427,449828899285.841,23332.7589191932
